date,time,eth1_recv,eth1_send,lo_recv,lo_send,wlan0_recv,wlan0_send
2017-11-02,14:31:25,0.0000,0.0000,27504.5000,27504.5000,891.5000,0.0000
2017-11-02,14:31:27,0.0000,0.0000,25761.5000,25761.5000,917.0000,94.0000
2017-11-02,14:31:29,0.0000,0.0000,2621.0000,2621.0000,694.0000,0.0000
2017-11-02,14:31:31,0.0000,0.0000,26386.5000,26386.5000,1210.0000,0.0000
2017-11-02,14:31:33,0.0000,0.0000,21422.5000,21422.5000,833.5000,0.0000
2017-11-02,14:31:35,0.0000,0.0000,21554.5000,21554.5000,443.5000,94.0000
2017-11-02,14:31:37,0.0000,0.0000,19000.5000,19000.5000,1245.0000,0.0000
2017-11-02,14:31:39,0.0000,0.0000,8255.5000,8255.5000,1001.0000,0.0000
2017-11-02,14:31:42,0.0000,0.0000,28151.0000,28151.0000,1365.0000,0.0000
2017-11-02,14:31:44,0.0000,0.0000,26310.5000,26310.5000,521.0000,0.0000
2017-11-02,14:31:46,0.0000,0.0000,21036.5000,21036.5000,3485.0000,1146.5000
2017-11-02,14:31:48,0.0000,0.0000,11888.0000,11888.0000,875.0000,235.0000
2017-11-02,14:31:50,0.0000,0.0000,3145.5000,3145.5000,485.0000,47.0000
2017-11-02,14:31:52,0.0000,0.0000,24243.5000,24243.5000,654.5000,235.0000
2017-11-02,14:31:54,0.0000,0.0000,30367.5000,30367.5000,1090.0000,125.0000
2017-11-02,14:31:56,0.0000,0.0000,19852.5000,19852.5000,1079.5000,0.0000
2017-11-02,14:31:58,0.0000,0.0000,6794.0000,6794.0000,737.0000,0.0000
2017-11-02,14:32:01,0.0000,0.0000,15311.5000,15311.5000,1002.0000,141.0000
2017-11-02,14:32:03,0.0000,0.0000,20465.5000,20465.5000,1908.5000,47.0000
2017-11-02,14:32:05,0.0000,0.0000,21127.5000,21127.5000,1336.5000,33.0000
2017-11-02,14:32:07,0.0000,0.0000,23560.5000,23560.5000,1848.5000,0.0000
2017-11-02,14:32:09,0.0000,0.0000,1348.0000,1348.0000,959.0000,0.0000
2017-11-02,14:32:11,0.0000,0.0000,15717.5000,15717.5000,826.5000,0.0000
2017-11-02,14:32:13,0.0000,0.0000,18990.5000,18990.5000,1662.5000,330.5000
2017-11-02,14:32:15,0.0000,0.0000,24741.5000,24741.5000,874.0000,188.0000
2017-11-02,14:32:18,0.0000,0.0000,14717.5000,14717.5000,602.0000,47.0000
2017-11-02,14:32:20,0.0000,0.0000,2097.0000,2097.0000,988.0000,94.0000
2017-11-02,14:32:22,0.0000,0.0000,16855.5000,16855.5000,1145.0000,47.0000
2017-11-02,14:32:24,0.0000,0.0000,13957.5000,13957.5000,1280.0000,141.0000
2017-11-02,14:32:26,0.0000,0.0000,7193.5000,7193.5000,1773.0000,141.0000
2017-11-02,14:32:28,0.0000,0.0000,11498.0000,11498.0000,751.0000,94.0000
2017-11-02,14:32:30,0.0000,0.0000,8705.5000,8705.5000,759.0000,0.0000
2017-11-02,14:32:32,0.0000,0.0000,24811.5000,24811.5000,863.5000,47.0000
2017-11-02,14:32:34,0.0000,0.0000,29213.5000,29213.5000,792.5000,47.0000
2017-11-02,14:32:37,0.0000,0.0000,16766.5000,16766.5000,1142.0000,47.0000
2017-11-02,14:32:39,0.0000,0.0000,8440.0000,8440.0000,745.0000,47.0000
2017-11-02,14:32:41,0.0000,0.0000,16653.5000,16653.5000,523.0000,94.0000
2017-11-02,14:32:43,0.0000,0.0000,21141.5000,21141.5000,823.0000,0.0000
2017-11-02,14:32:45,0.0000,0.0000,28183.5000,28183.5000,1417.0000,127.0000
2017-11-02,14:32:47,0.0000,0.0000,26524.5000,26524.5000,783.0000,141.0000
2017-11-02,14:32:49,0.0000,0.0000,1348.0000,1348.0000,599.0000,47.0000
2017-11-02,14:32:51,0.0000,0.0000,28151.5000,28151.5000,583.0000,94.0000
2017-11-02,14:32:53,0.0000,0.0000,24197.5000,24197.5000,877.5000,0.0000
2017-11-02,14:32:56,0.0000,0.0000,22531.5000,22531.5000,2913.5000,47.0000
2017-11-02,14:32:58,0.0000,0.0000,18745.5000,18745.5000,1480.0000,31.0000
2017-11-02,14:33:00,0.0000,0.0000,7272.5000,7272.5000,643.0000,0.0000
2017-11-02,14:33:02,0.0000,0.0000,19376.0000,19376.0000,1159.0000,0.0000
2017-11-02,14:33:04,0.0000,0.0000,24217.5000,24217.5000,1292.0000,0.0000
2017-11-02,14:33:06,0.0000,0.0000,19365.5000,19365.5000,1027.0000,0.0000
2017-11-02,14:33:08,0.0000,0.0000,10968.0000,10968.0000,1443.5000,47.0000
2017-11-02,14:33:10,0.0000,0.0000,11981.5000,11981.5000,1062.0000,0.0000
2017-11-02,14:33:13,0.0000,0.0000,30132.5000,30132.5000,2785.0000,898.0000
2017-11-02,14:33:15,0.0000,0.0000,12307.5000,12307.5000,3915.0000,772.5000
2017-11-02,14:33:17,0.0000,0.0000,25650.5000,25650.5000,1179.5000,235.0000
2017-11-02,14:33:19,0.0000,0.0000,8398.0000,8398.0000,913.0000,0.0000
2017-11-02,14:33:21,0.0000,0.0000,9737.5000,9737.5000,907.0000,188.0000
2017-11-02,14:33:23,0.0000,0.0000,17227.5000,17227.5000,787.0000,47.0000
2017-11-02,14:33:25,0.0000,0.0000,14517.5000,14517.5000,805.5000,0.0000
2017-11-02,14:33:27,0.0000,0.0000,12163.5000,12163.5000,816.5000,94.0000
2017-11-02,14:33:29,0.0000,0.0000,1416.0000,1416.0000,553.0000,141.0000
2017-11-02,14:33:32,0.0000,0.0000,7501.5000,7501.5000,457.0000,0.0000
2017-11-02,14:33:34,0.0000,0.0000,9413.5000,9413.5000,1275.5000,0.0000
2017-11-02,14:33:36,0.0000,0.0000,9583.5000,9583.5000,811.5000,0.0000
2017-11-02,14:33:38,0.0000,0.0000,13526.0000,13526.0000,1299.5000,33.0000
2017-11-02,14:33:40,0.0000,0.0000,3950.5000,3950.5000,877.5000,47.0000
2017-11-02,14:33:42,0.0000,0.0000,23549.5000,23549.5000,869.5000,0.0000
2017-11-02,14:33:44,0.0000,0.0000,21055.5000,21055.5000,870.5000,141.0000
2017-11-02,14:33:46,0.0000,0.0000,7227.5000,7227.5000,684.0000,47.0000
2017-11-02,14:33:48,0.0000,0.0000,6090.5000,6090.5000,808.0000,0.0000
2017-11-02,14:33:51,0.0000,0.0000,4174.5000,4174.5000,976.0000,0.0000
2017-11-02,14:33:53,0.0000,0.0000,13591.5000,13591.5000,1033.0000,282.0000
2017-11-02,14:33:55,0.0000,0.0000,25477.5000,25477.5000,734.0000,141.0000
2017-11-02,14:33:57,0.0000,0.0000,19882.5000,19882.5000,761.0000,0.0000
2017-11-02,14:33:59,0.0000,0.0000,9038.0000,9038.0000,649.0000,172.0000
2017-11-02,14:34:01,0.0000,0.0000,5457.5000,5457.5000,691.0000,0.0000
2017-11-02,14:34:03,0.0000,0.0000,9787.5000,9787.5000,493.0000,0.0000
2017-11-02,14:34:05,0.0000,0.0000,8949.5000,8949.5000,961.5000,0.0000
2017-11-02,14:34:07,0.0000,0.0000,10017.5000,10017.5000,671.5000,141.0000
2017-11-02,14:34:10,0.0000,0.0000,8080.0000,8080.0000,674.0000,47.0000
2017-11-02,14:34:12,0.0000,0.0000,9171.5000,9171.5000,760.0000,80.0000
2017-11-02,14:34:14,0.0000,0.0000,26587.5000,26587.5000,1086.5000,0.0000
2017-11-02,14:34:16,0.0000,0.0000,19725.0000,19725.0000,737.5000,141.0000
2017-11-02,14:34:18,0.0000,0.0000,25134.5000,25134.5000,858.0000,94.0000
2017-11-02,14:34:20,0.0000,0.0000,1892.0000,1892.0000,457.0000,47.0000
2017-11-02,14:34:22,0.0000,0.0000,8189.0000,8189.0000,629.0000,94.0000
2017-11-02,14:34:24,0.0000,0.0000,24753.5000,24753.5000,537.0000,94.0000
2017-11-02,14:34:26,0.0000,0.0000,7149.5000,7149.5000,569.0000,0.0000
2017-11-02,14:34:29,0.0000,0.0000,9336.5000,9336.5000,838.0000,0.0000
2017-11-02,14:34:31,0.0000,0.0000,1294.5000,1294.5000,1202.0000,0.0000
2017-11-02,14:34:33,0.0000,0.0000,10933.5000,10933.5000,932.5000,94.0000
2017-11-02,14:34:35,0.0000,0.0000,7149.5000,7149.5000,905.5000,94.0000
2017-11-02,14:34:37,0.0000,0.0000,20270.5000,20270.5000,907.0000,0.0000
2017-11-02,14:34:39,0.0000,0.0000,7872.5000,7872.5000,757.0000,47.0000
2017-11-02,14:34:41,0.0000,0.0000,1846.5000,1846.5000,1171.5000,305.0000
2017-11-02,14:34:43,0.0000,0.0000,7173.0000,7173.0000,862.0000,377.5000
2017-11-02,14:34:45,0.0000,0.0000,27107.5000,27107.5000,959.5000,321.0000
2017-11-02,14:34:48,0.0000,0.0000,16213.5000,16213.5000,932.0000,158.0000
2017-11-02,14:34:50,0.0000,0.0000,15920.0000,15920.0000,771.0000,47.0000
2017-11-02,14:34:52,0.0000,0.0000,10821.5000,10821.5000,1002.5000,94.0000
2017-11-02,14:34:54,0.0000,0.0000,10827.5000,10827.5000,592.5000,0.0000
2017-11-02,14:34:56,0.0000,0.0000,19823.5000,19823.5000,735.5000,141.0000
2017-11-02,14:34:58,0.0000,0.0000,7288.5000,7288.5000,1015.0000,47.0000
2017-11-02,14:35:00,0.0000,0.0000,6004.0000,6004.0000,686.0000,47.0000
2017-11-02,14:35:02,0.0000,0.0000,8543.5000,8543.5000,1046.5000,47.0000
2017-11-02,14:35:04,0.0000,0.0000,14561.5000,14561.5000,1134.5000,0.0000
2017-11-02,14:35:07,0.0000,0.0000,22491.5000,22491.5000,667.0000,0.0000
2017-11-02,14:35:09,0.0000,0.0000,16367.5000,16367.5000,813.5000,0.0000
2017-11-02,14:35:11,0.0000,0.0000,5398.0000,5398.0000,385.0000,0.0000
2017-11-02,14:35:13,0.0000,0.0000,18327.5000,18327.5000,529.5000,94.0000
2017-11-02,14:35:15,0.0000,0.0000,15763.5000,15763.5000,2355.0000,1764.5000
2017-11-02,14:35:17,0.0000,0.0000,19792.5000,19792.5000,687.5000,0.0000
2017-11-02,14:35:19,0.0000,0.0000,23260.5000,23260.5000,758.0000,0.0000
2017-11-02,14:35:21,0.0000,0.0000,1795.5000,1795.5000,4872.5000,1518.5000
2017-11-02,14:35:24,0.0000,0.0000,28421.5000,28421.5000,455.0000,188.0000
2017-11-02,14:35:26,0.0000,0.0000,9667.5000,9667.5000,541.0000,47.0000
2017-11-02,14:35:28,0.0000,0.0000,13093.5000,13093.5000,575.0000,141.0000
2017-11-02,14:35:30,0.0000,0.0000,16759.0000,16759.0000,553.0000,0.0000
2017-11-02,14:35:32,0.0000,0.0000,3898.5000,3898.5000,737.0000,0.0000
2017-11-02,14:35:34,0.0000,0.0000,18121.5000,18121.5000,1119.5000,0.0000
2017-11-02,14:35:36,0.0000,0.0000,7543.5000,7543.5000,974.5000,188.0000
2017-11-02,14:35:38,0.0000,0.0000,7323.5000,7323.5000,1348.5000,0.0000
2017-11-02,14:35:40,0.0000,0.0000,13012.0000,13012.0000,895.5000,0.0000
2017-11-02,14:35:43,0.0000,0.0000,7455.0000,7455.0000,1396.0000,0.0000
2017-11-02,14:35:45,0.0000,0.0000,14905.5000,14905.5000,5425.0000,1612.0000
2017-11-02,14:35:47,0.0000,0.0000,14707.5000,14707.5000,581.0000,235.0000
2017-11-02,14:35:49,0.0000,0.0000,12073.5000,12073.5000,1187.0000,221.0000
2017-11-02,14:35:51,0.0000,0.0000,4172.0000,4172.0000,1021.0000,94.0000
2017-11-02,14:35:53,0.0000,0.0000,3059.5000,3059.5000,1374.5000,174.0000
2017-11-02,14:35:55,0.0000,0.0000,26071.5000,26071.5000,593.5000,0.0000
2017-11-02,14:35:57,0.0000,0.0000,7680.5000,7680.5000,545.0000,0.0000
2017-11-02,14:35:59,0.0000,0.0000,7297.5000,7297.5000,816.5000,188.0000
2017-11-02,14:36:02,0.0000,0.0000,3742.0000,3742.0000,677.0000,181.0000
